Bratislavský kraj,,
,,
Volebný obvod č. 1,,
 , , 
Dušan Bezák,"KDH,OKS,SaS,NOVA,MOST - HÍD,SDKÚ - DS","1,391"
Ján Bielik,"KDH,OKS,SaS,NOVA,MOST - HÍD,SDKÚ - DS","2,552"
Ján Blaško,KSS,591
Dušan Bublavý,SMER - SD,"2,805"
Daniel Cibulka,SNS,447
Noman Ehsan,SMER - SD,"1,754"
Vladimír Fraňo,SNS,996
Juraj Gavač,"KDH,OKS,SaS,NOVA,MOST - HÍD,SDKÚ - DS","1,673"
Anna Halinárová,SMER - SD,"2,230"
Kvetoslava Hejbalová,SMER - SD,"1,943"
Katarína Juríková,SNS,387
Alexander Koreň,ĽS-HZDS,601
Ľuboš Masár,SNS,391
Marián Mora,ĽS-HZDS,"1,265"
Katarína Okrucká,KSS,357
Katarína Pagáčová,NEKA,"1,020"
Radoslav Rojko,SNS,518
Jozef Trstenský,SMER - SD,"3,292"
Marcel Urban,ĽS Naše Slovensko,207
Viera Vienerová,ĽS-HZDS,"1,439"
Blažena Žákovicová,KSS,482
,,
Volebný obvod č. 5,,
 , , 
Jozef Božik,SMER - SD,"4,266"
Jarmila Cibulková,ĽS-HZDS,307
Erich Dvonč,SMER - SD,"1,860"
Mária Hazuchová,NEKA,"1,477"
Drahomír Hrkal,SNS,151
Mária Janíková,SMER - SD,"1,682"
