Bratislavský kraj,,
,,
Bratislava I,,
,,
Anton Pobjecký,"ANO,HZD,SF,SMER",2 334
Peter Ryška,NEKA,2 330
Karol Kunovský,"ĽB,ĽS-HZDS,P SNS,ZSNS",2 103
Marián Kovačócy,"ANO,HZD,SF,SMER",2 008
Karol Sedlák,"ĽB,ĽS-HZDS,P SNS,ZSNS",1 811
Marcel Behro,"ĽB,ĽS-HZDS,P SNS,ZSNS",1 804
Jozef Búda,"ĽB,ĽS-HZDS,P SNS,ZSNS",1 758
Ľudovít Štefánek,"ĽB,ĽS-HZDS,P SNS,ZSNS",1 624
Viera Jakabovičová,NEKA,1 581
Pavlína Hornáčková,NEKA,1 478
Milan Urbanovský,NEKA,1 410
Karol Zachar,SNS,1 272
Vladimír Púčik,NEKA,1 252
Anna Šrámková,NEKA,1 042
Jozef Ďuračka,SNS,995
Martin Halaksa,NEKA,953
Štefan Zemko,KSS,878
Vít Bínovský,KSS,871
Štefan Hlavanda,KSS,808
Ján Kormúth,NEKA,785
Štefan Krajčírovič,KSS,765
Robert Podracký,KSS,751
Marcel Novický,ASV,720
Rudolf Kobetič,KSS,719
Mária Solovičová,NEKA,704
Pavel Slinták,KSS,677
Anton Sabo,KSS,580
Pavel Oláh,KSS,497
Ladislav Roman,NEKA,396
Ján Volek,ZRS,314
František Kostolanský,VPRED,223
,,
Trenčiansky kraj,,
,,
Bánovce nad Bebravou,,
,,
Alena Paulová,"HZD,KDH,SF,SNS,SMER",900
Mária Varhaníková,"HZD,KDH,SF,SNS,SMER",853
Ľuboš Ševčík,"ANO,ĽS-HZDS,P SNS,ZSNS",831
Branislav Horník,"DS,SDKÚ",540
Juraj Gregor,"DS,SDKÚ",532
Milan Šebeň,KSS,504
Róbert Žatko,"DS,SDKÚ",461
Marta Bernátová,NEKA,418
Ivan Gašparík,KSS,297
Pavel Igaz,ASV,250
Jozef Rajča,KSS,177
Jozef Minarik,ZRS,162
Daša Čechvalová,KĽS,115
Milan Laurinec,SĽS,97
Stanislav Chudý,SNJ,78
Branislav Riegel,KĽS,46
,,
Ilava,,
,,
Anton Múdry,"ANO,ĽS-HZDS,P SNS,ZSNS",993
Zdenka Bieliková,"ANO,ĽS-HZDS,P SNS,ZSNS",963
Ján Šušaník,"DS,SDKÚ",884
František Göndöč,"ANO,ĽS-HZDS,P SNS,ZSNS",810
Martin Hlavinka,"HZD,KDH,SF,SNS,SMER",776
Eva Bočincová,SZS,722
Viktor Mikuška,"HZD,KDH,SF,SNS,SMER",712
Jaroslav Kobela,SZS,680
Anton Javorek,"DS,SDKÚ",672
Miloš Ronec,"DS,SDKÚ",656
Vincent Bezdeda,KSS,599
Daniela Gašparová,SZS,553
Libor Poruban,"DS,SDKÚ",486
Miroslav Kučík,"DS,SDKÚ",447
Ferdinand Dubnička,OKS,412
Vladimíra Balážová,KSS,406
Miroslav Olaš,SZS,382
Ivan Slámka,SZS,382
Melánia Bugalová,KSS,354
Pavol Fatura,KSS,318
Pavel Sližík,KSS,299
Miroslav Masár,ZRS,195
Alojz Horváth,KĽS,178
Dušan Saksa,ÚSVIT,170
Ján Kvasnička,SĽS,123
,,
Myjava,,
,,
Mirka Matušovicová,"ANO,ĽS-HZDS,P SNS,ZSNS",576
Ivan Ďurkovič,"HZD,KDH,SF,SNS,SMER",495
Jozef Markovič,"DS,SDKÚ",442
Michal Maliarik,"DS,SDKÚ",357
Vladislav Šuster,NEKA,342
Pavol Cibulka,ZRS,114
Mariana Kličková,KSS,90
Karol Parči,KSS,72
Ján Zmeko,ÚSVIT,59
Emil Blaško,ZRS,43
,,
Nové Mesto nad Váhom,,
,,
Alexander Koreň,"ANO,ĽS-HZDS,P SNS,ZSNS",1 233
Miloslav Malík,"HZD,KDH,SF,SNS,SMER",1 202
Erika Bieliková,"HZD,KDH,SF,SNS,SMER",1 051
Vladimír Vöröš,"ANO,ĽS-HZDS,P SNS,ZSNS",900
František Mašlonka,"HZD,KDH,SF,SNS,SMER",870
Vojtech Giertl,"ANO,ĽS-HZDS,P SNS,ZSNS",817
Ľubomír Karaba,"DS,SDKÚ",758
Karol Pavlovič,"DS,SDKÚ",727
Dušan Hanic,KSS,717
Vladislav Mikláš,KSS,616
Milan Ostrovský,"DS,SDKÚ",609
Ján Gučík,ASV,547
Jozef Varta,"DS,SDKÚ",536
Ľubomír Tinka,"DS,SDKÚ",418
Július Valapka,KSS,415
Jozef Sloboda,NEKA,341
Juraj Kukla,NEKA,339
Ján Margala,ZRS,335
Dana Kašparová,SZS,323
Jozef Čarada,ASV,318
Jozef Bača,ZRS,309
Viera Bačová,ZRS,309
Miroslav Mrázik,KSS,290
Vladimír Pacek,KSS,278
Ivan Brhlovič,SZS,239
Radovan Kazda,OKS,231
Peter Nováčik,SZS,230
Milan Bubeník,ZRS,193
Daniel Darida,SZS,154
Vladislav Švacho,ASV,119
Emil Kucharovic,KĽS,116
Ján Naď,ÚSVIT,64
,,
Partizánske,,
,,
Lívia Brušková,"DS,SDKÚ",1 072
Slavka Súlovská,"DS,SDKÚ",1 028
Erich Dvonč,"HZD,KDH,SF,SNS,SMER",929
Mária Janíková,"HZD,KDH,SF,SNS,SMER",797
Ľudovít Košík,NEKA,759
Viktor Bezák,"DS,SDKÚ",680
Stanislav Husár,NEKA,680
Michal Valach,"ANO,ĽS-HZDS,P SNS,ZSNS",675
Milan Ivanka,S.O.S,672
Vladimír Ladziansky,S.O.S,629
Jozef Bezák,NEKA,502
Erich Kadnár,"ANO,ĽS-HZDS,P SNS,ZSNS",502
Milan Krošlák,KSS,487
Edita Balážiková,S.O.S,465
Jozef Jarošinec,"DS,SDKÚ",380
Róbert Krupica,KSS,343
Jozef Foltán,KSS,337
Jozef Tomáš,S.O.S,322
Anna Horáčková,KSS,289
Monika Bauerová,KĽS,193
Helena Šagátová,ZRS,177
,,
Považská Bystrica,,
,,
Dušan Hladký,"HZD,KDH,SF,SNS,SMER",1 246
Jozef Kardoš,"ANO,ĽS-HZDS,P SNS,ZSNS",1 237
Milada Belásová,"HZD,KDH,SF,SNS,SMER",1 188
Marcel Janco,"HZD,KDH,SF,SNS,SMER",958
Ľubomír Topor,"ANO,ĽS-HZDS,P SNS,ZSNS",797
Pavel Petrík,SZS,652
Mária Porubčinová,"DS,SDKÚ",446
Dušan Briestenský,KĽS,413
Jaroslav Ševčík,NEKA,410
Igor Novohradský,SZS,402
František Chachula,ZRS,394
Pavol Jurdík,KSS,387
Jozef Fuček,KSS,385
